seqnames	start	end	width	strand	peak	feature	feature.ranges.start	feature.ranges.end	feature.ranges.width	feature.strand	distance	insideFeature	distanceToSite	symbol
chr12	109534931	109535050	120	*	X10118	7374	109535399	109548798	13400	+	348	upstream	348	UNG
chr12	109535216	109535320	105	*	X10119	7374	109535399	109548798	13400	+	78	upstream	78	UNG
chr12	109535334	109535378	45	*	X10120	7374	109535399	109548798	13400	+	20	upstream	20	UNG
chr12	109746950	109747069	120	*	X10127	121643	109715783	109747025	31243	-	0	overlapStart	0	FOXN4
chr12	109747160	109747309	150	*	X10128	121643	109715783	109747025	31243	-	134	upstream	134	FOXN4
chr12	109914784	109914978	195	*	X10129	89910	109915428	109974510	59083	+	449	upstream	449	UBE3B
chr12	109914784	109914978	195	*	X10129	83892	109886460	109915155	28696	-	0	inside	176	KCTD10
chr12	110011625	110011729	105	*	X10131	4598	110011500	110035071	23572	+	0	inside	124	MVK
chr12	110011625	110011729	105	*	X10131	326625	109991521	110011358	19838	-	266	upstream	266	MMAB
chr12	110152298	110152582	285	*	X10133	84915	110152187	110208312	56126	+	0	inside	110	FAM222A
chr12	110317979	110318128	150	*	X10141	51228	110288748	110318293	29546	-	0	inside	164	GLTP
chr12	110318319	110318347	29	*	X10142	51228	110288748	110318293	29546	-	25	upstream	25	GLTP
chr12	110318362	110318393	32	*	X10143	51228	110288748	110318293	29546	-	68	upstream	68	GLTP
chr12	110318529	110318693	165	*	X10144	51228	110288748	110318293	29546	-	235	upstream	235	GLTP
chr12	110562060	110562102	43	*	X10151	28981	110562140	110656600	94461	+	37	upstream	37	IFT81
chr12	110719312	110719491	180	*	X10155	488	110719032	110788897	69866	+	0	inside	279	ATP2A2
chr12	110887792	110887926	135	*	X10157	10094	110872706	110888158	15453	-	0	inside	231	ARPC3
chr12	111021087	111021206	120	*	X10159	160760	110972237	111021064	48828	-	22	upstream	22	PPTC7
chr12	111127533	111127637	105	*	X10161	84329	111065646	111127617	61972	-	0	overlapStart	0	HVCN1
chr12	111180860	111180913	54	*	X10163	5501	111157613	111180783	23171	-	76	upstream	76	PPP1CC
chr12	111180959	111181018	60	*	X10164	5501	111157613	111180783	23171	-	175	upstream	175	PPP1CC
chr12	111284271	111284341	71	*	X10165	160762	111284811	111345338	60528	+	469	upstream	469	CCDC63
chr12	111284502	111284621	120	*	X10166	160762	111284811	111345338	60528	+	189	upstream	189	CCDC63
chr12	111471139	111471229	91	*	X10168	23316	111471828	111788358	316531	+	598	upstream	598	CUX2
chr12	111471590	111471663	74	*	X10169	23316	111471828	111788358	316531	+	164	upstream	164	CUX2
chr12	111806856	111807005	150	*	X10175	144717	111798455	111806925	8471	-	0	overlapStart	0	PHETA1
chr12	111842734	111842872	139	*	X10178	10019	111843752	111889427	45676	+	879	upstream	879	SH2B3
chr12	111842933	111843052	120	*	X10179	10019	111843752	111889427	45676	+	699	upstream	699	SH2B3
chr12	111843083	111843363	281	*	X10180	10019	111843752	111889427	45676	+	388	upstream	388	SH2B3
chr12	111843589	111843693	105	*	X10181	10019	111843752	111889427	45676	+	58	upstream	58	SH2B3
chr12	112037088	112037222	135	*	X10198	6311	111890018	112037480	147463	-	0	inside	257	ATXN2
chr12	112037313	112037417	105	*	X10199	6311	111890018	112037480	147463	-	0	inside	62	ATXN2
chr12	112124519	112124623	105	*	X10200	8315	112079950	112123790	43841	-	728	upstream	728	BRAP
chr12	112204522	112204656	135	*	X10201	217	112204691	112247789	43099	+	34	upstream	34	ALDH2
chr12	112280158	112280232	75	*	X10204	8550	112280032	112331228	51197	+	0	inside	125	MAPKAPK5
chr12	112450935	112451129	195	*	X10205	10961	112451152	112461024	9873	+	22	upstream	22	ERP29
chr12	112450935	112451129	195	*	X10205	89894	112369087	112451023	81937	-	0	overlapStart	0	TMEM116
chr12	112451397	112451471	75	*	X10206	10961	112451152	112461024	9873	+	0	inside	244	ERP29
chr12	112451397	112451471	75	*	X10206	89894	112369087	112451023	81937	-	373	upstream	373	TMEM116
chr12	112563491	112563595	105	*	X10207	10906	112563349	112591408	28060	+	0	inside	141	TRAFD1
chr12	112819527	112819751	225	*	X10212	283450	112597992	112819896	221905	-	0	inside	144	HECTD4
chr12	112820044	112820163	120	*	X10213	283450	112597992	112819896	221905	-	147	upstream	147	HECTD4
chr12	112820209	112820313	105	*	X10214	283450	112597992	112819896	221905	-	312	upstream	312	HECTD4
chr12	112820329	112820478	150	*	X10215	283450	112597992	112819896	221905	-	432	upstream	432	HECTD4
chr12	113494657	113494686	30	*	X10216	1840	113495662	113535833	40172	+	975	upstream	975	DTX1
chr12	113494972	113495151	180	*	X10217	1840	113495662	113535833	40172	+	510	upstream	510	DTX1
chr12	113495212	113495281	70	*	X10218	1840	113495662	113535833	40172	+	380	upstream	380	DTX1
chr12	113573731	113573850	120	*	X10230	8437	113536624	113574044	37421	-	0	inside	193	RASAL1
chr12	113624063	113624182	120	*	X10232	79039	113594978	113623284	28307	-	778	upstream	778	DDX54
chr12	113658403	113658522	120	*	X10234	53373	113659260	113736389	77130	+	737	upstream	737	TPCN1
chr12	113659204	113659323	120	*	X10235	53373	113659260	113736389	77130	+	0	overlapStart	0	TPCN1
chr12	113659204	113659323	120	*	X10235	115811	113633246	113658880	25635	-	323	upstream	323	IQCD
chr12	113772875	113773024	150	*	X10240	80024	113736571	113772925	36355	-	0	overlapStart	0	SLC8B1
chr12	113773190	113773309	120	*	X10241	80024	113736571	113772925	36355	-	264	upstream	264	SLC8B1
chr12	113796212	113796361	150	*	X10242	196463	113796371	113827458	31088	+	9	upstream	9	PLBD2
chr12	113859061	113859188	128	*	X10244	113675	113860216	113876081	15866	+	1027	upstream	1027	SDSL
chr12	115122385	115122508	124	*	X10257	6926	115108059	115121969	13911	-	415	upstream	415	TBX3
chr12	115123184	115123271	88	*	X10258	6926	115108059	115121969	13911	-	1214	upstream	1214	TBX3
chr12	116715350	116715469	120	*	X10269	23389	116396381	116714991	318611	-	358	upstream	358	MED13L
chr12	116971067	116971186	120	*	X10277	100287569	116971227	116974318	3092	+	40	upstream	40	LINC00173
chr12	117175282	117175671	390	*	X10280	84900	117176096	117291436	115341	+	424	upstream	424	RNFT2
chr12	117175282	117175671	390	*	X10280	79794	117153596	117175843	22248	-	0	inside	171	SPRING1
chr12	117319277	117319426	150	*	X10286	8739	117298225	117319232	21008	-	44	upstream	44	HRK
chr12	117537254	117537343	90	*	X10294	54997	117476728	117537251	60524	-	2	upstream	2	TESC
chr12	117537441	117537545	105	*	X10295	54997	117476728	117537251	60524	-	189	upstream	189	TESC
chr12	117627881	117628045	165	*	X10298	23014	117581585	117628300	46716	-	0	inside	254	FBXO21
chr12	118406430	118406534	105	*	X10303	283455	117890817	118406028	515212	-	401	upstream	401	KSR2
chr12	118407030	118407269	240	*	X10304	283455	117890817	118406028	515212	-	1001	upstream	1001	KSR2
chr12	118454691	118454885	195	*	X10305	5985	118454506	118470042	15537	+	0	inside	184	RFC5
chr12	118498646	118498780	135	*	X10310	55884	118470492	118498951	28460	-	0	inside	170	WSB2
chr12	118499078	118499932	855	*	X10311	55884	118470492	118498951	28460	-	126	upstream	126	WSB2
chr12	118500066	118500155	90	*	X10312	55884	118470492	118498951	28460	-	1114	upstream	1114	WSB2
chr12	118810728	118810772	45	*	X10315	51347	118587606	118810750	223145	-	0	overlapStart	0	TAOK3
chr12	118810923	118811027	105	*	X10316	51347	118587606	118810750	223145	-	172	upstream	172	TAOK3
chr12	119418635	119418688	54	*	X10320	84530	119419300	119600856	181557	+	611	upstream	611	SRRM4
chr12	119418820	119418868	49	*	X10321	84530	119419300	119600856	181557	+	431	upstream	431	SRRM4
chr12	120554476	120554670	195	*	X10335	11021	120532899	120554643	21745	-	0	overlapStart	0	RAB35
chr12	120703506	120703564	59	*	X10348	5829	120648242	120703574	55333	-	0	inside	9	PXN
chr12	120807180	120807569	390	*	X10355	4440	120779133	120806983	27851	-	196	upstream	196	MSI1
chr12	120876060	120876164	105	*	X10356	1337	120875893	120878545	2653	+	0	inside	166	COX6A1
chr12	120907100	120907294	195	*	X10357	8655	120907660	120936298	28639	+	365	upstream	365	DYNLL1
chr12	120907100	120907294	195	*	X10357	8683	120899471	120907558	8088	-	0	inside	263	SRSF9
chr12	120933478	120933582	105	*	X10359	100506668	120928141	120933749	5609	-	0	inside	166	NRAV
chr12	120934123	120934257	135	*	X10360	100506668	120928141	120933749	5609	-	373	upstream	373	NRAV
chr12	120934738	120934872	135	*	X10361	100506668	120928141	120933749	5609	-	988	upstream	988	NRAV
chr12	120972273	120972377	105	*	X10362	9921	120972132	121015397	43266	+	0	inside	140	RNF10
chr12	121124894	121124998	105	*	X10365	9761	121124949	121139667	14719	+	0	overlapStart	0	MLEC
chr12	121148107	121148211	105	*	X10366	84747	121148238	121161443	13206	+	26	upstream	26	UNC119B
chr12	121163827	121163976	150	*	X10368	35	121163571	121177811	14241	+	0	inside	255	ACADS
chr12	121342137	121342256	120	*	X10373	121665	121200313	121342155	141843	-	0	overlapStart	0	SPPL3
chr12	121416128	121416232	105	*	X10374	6927	121416454	121440314	23861	+	221	upstream	221	HNF1A
chr12	121416374	121416598	225	*	X10375	6927	121416454	121440314	23861	+	0	overlapStart	0	HNF1A
chr12	121454412	121454449	38	*	X10382	64897	121440848	121454300	13453	-	111	upstream	111	C12orf43
chr12	122018450	122018641	192	*	X10404	84678	121866900	122018920	152021	-	0	inside	278	KDM2B
chr12	122064587	122064691	105	*	X10405	84876	122064455	122079946	15492	+	0	inside	131	ORAI1
chr12	122231709	122231828	120	*	X10416	54509	122215660	122231594	15935	-	114	upstream	114	RHOF
chr12	122232479	122232623	145	*	X10417	54509	122215660	122231594	15935	-	884	upstream	884	RHOF
chr12	122241801	122241935	135	*	X10423	23067	122242638	122270562	27925	+	702	upstream	702	SETD1B
chr12	122241801	122241935	135	*	X10423	338799	122233173	122241390	8218	-	410	upstream	410	LINC01089
chr12	122242191	122242280	90	*	X10424	23067	122242638	122270562	27925	+	357	upstream	357	SETD1B
chr12	122242191	122242280	90	*	X10424	338799	122233173	122241390	8218	-	800	upstream	800	LINC01089
chr12	122242506	122242688	183	*	X10425	23067	122242638	122270562	27925	+	0	overlapStart	0	SETD1B
chr12	122242506	122242688	183	*	X10425	338799	122233173	122241390	8218	-	1115	upstream	1115	LINC01089
chr12	122242794	122242928	135	*	X10426	23067	122242638	122270562	27925	+	0	inside	155	SETD1B
chr12	122242794	122242928	135	*	X10426	338799	122233173	122241390	8218	-	1403	upstream	1403	LINC01089
chr12	122243064	122243168	105	*	X10427	338799	122233173	122241390	8218	-	1673	upstream	1673	LINC01089
chr12	122326529	122326648	120	*	X10439	5715	122326637	122355771	29135	+	0	overlapStart	0	PSMD9
chr12	122326529	122326648	120	*	X10439	3242	122277433	122326517	49085	-	11	upstream	11	HPD
chr12	122688092	122688256	165	*	X10450	79369	122688228	122692084	3857	+	0	overlapStart	0	B3GNT4
chr12	122750777	122750881	105	*	X10453	65082	122692209	122751068	58860	-	0	inside	186	VPS33A
chr12	122985727	122985846	120	*	X10454	55596	122956146	122985543	29398	-	183	upstream	183	ZCCHC8
chr12	123011133	123011252	120	*	X10455	9735	123011809	123110947	99139	+	556	upstream	556	KNTC1
chr12	123011678	123011797	120	*	X10456	9735	123011809	123110947	99139	+	11	upstream	11	KNTC1
chr12	123011678	123011797	120	*	X10456	65117	122989190	123011560	22371	-	117	upstream	117	RSRC2
chr12	123011918	123012007	90	*	X10457	9735	123011809	123110947	99139	+	0	inside	108	KNTC1
chr12	123011918	123012007	90	*	X10457	65117	122989190	123011560	22371	-	357	upstream	357	RSRC2
chr12	123215186	123215290	105	*	X10458	27198	123212153	123215129	2977	-	56	upstream	56	HCAR1
chr12	123236691	123236870	180	*	X10459	8562	123237371	123255953	18583	+	500	upstream	500	DENR
chr12	123236901	123237035	135	*	X10460	8562	123237371	123255953	18583	+	335	upstream	335	DENR
chr12	123237517	123237861	345	*	X10461	8562	123237371	123255953	18583	+	0	inside	145	DENR
chr12	123319544	123320113	570	*	X10463	9026	123319295	123347507	28213	+	0	inside	248	HIP1R
chr12	123458653	123458772	120	*	X10479	79676	123459354	123464588	5235	+	581	upstream	581	OGFOD2
chr12	123459087	123459206	120	*	X10480	79676	123459354	123464588	5235	+	147	upstream	147	OGFOD2
chr12	123463093	123463227	135	*	X10481	51329	123464880	123467460	2581	+	1652	upstream	1652	ARL6IP4
chr12	123464083	123464202	120	*	X10482	51329	123464880	123467460	2581	+	677	upstream	677	ARL6IP4
chr12	123635152	123635256	105	*	X10496	57605	123468027	123635285	167259	-	0	inside	28	PITPNM2
chr12	123716849	123716953	105	*	X10497	91574	123717844	123742506	24663	+	890	upstream	890	MTRFR
chr12	123717273	123717407	135	*	X10498	91574	123717844	123742506	24663	+	436	upstream	436	MTRFR
chr12	123717273	123717407	135	*	X10498	10198	123640946	123717658	76713	-	0	inside	250	MPHOSPH9
chr12	123718514	123718603	90	*	X10499	10198	123640946	123717658	76713	-	855	upstream	855	MPHOSPH9
chr12	123718934	123719038	105	*	X10500	10198	123640946	123717658	76713	-	1275	upstream	1275	MPHOSPH9
chr12	123756831	123756935	105	*	X10505	8099	123745517	123756863	11347	-	0	overlapStart	0	CDK2AP1
chr12	123757026	123757130	105	*	X10506	8099	123745517	123756863	11347	-	162	upstream	162	CDK2AP1
chr12	123757236	123757236	1	*	X10507	8099	123745517	123756863	11347	-	372	upstream	372	CDK2AP1
chr12	123849330	123849539	210	*	X10508	55206	123773656	123849388	75733	-	0	overlapStart	0	SBNO1
chr12	123849680	123849784	105	*	X10509	55206	123773656	123849388	75733	-	291	upstream	291	SBNO1
chr12	123868820	123868969	150	*	X10510	387893	123868704	123893900	25197	+	0	inside	115	KMT5A
chr12	124019048	124019227	180	*	X10519	353116	123955909	124018265	62357	-	782	upstream	782	RILPL1
chr12	124019048	124019227	180	*	X10519	100500909	124020956	124021081	126	+	1728	upstream	1728	MIR3908
chr12	124196817	124196981	165	*	X10521	23545	124196865	124246301	49437	+	0	overlapStart	0	ATP6V0A2
chr12	124457441	124457516	76	*	X10523	100533183	124457762	124800570	342809	+	245	upstream	245	ZNF664-RFLNA
chr12	124457441	124457516	76	*	X10523	144348	124457762	124499986	42225	+	245	upstream	245	ZNF664
chr12	124457441	124457516	76	*	X10523	80212	124420955	124457163	36209	-	277	upstream	277	CCDC92
chr12	124457686	124457755	70	*	X10524	100533183	124457762	124800570	342809	+	6	upstream	6	ZNF664-RFLNA
chr12	124457686	124457755	70	*	X10524	144348	124457762	124499986	42225	+	6	upstream	6	ZNF664
chr12	124457686	124457755	70	*	X10524	80212	124420955	124457163	36209	-	522	upstream	522	CCDC92
chr12	124457936	124458070	135	*	X10525	100533183	124457762	124800570	342809	+	0	inside	173	ZNF664-RFLNA
chr12	124457936	124458070	135	*	X10525	144348	124457762	124499986	42225	+	0	inside	173	ZNF664
chr12	124457936	124458070	135	*	X10525	80212	124420955	124457163	36209	-	772	upstream	772	CCDC92
chr12	125052251	125052264	14	*	X10587	9612	124808957	125052010	243054	-	240	upstream	240	NCOR2
chr12	125052882	125052906	25	*	X10588	9612	124808957	125052010	243054	-	871	upstream	871	NCOR2
chr12	125053587	125053628	42	*	X10589	9612	124808957	125052010	243054	-	1576	upstream	1576	NCOR2
chr12	125398505	125398669	165	*	X10611	100847004	125400093	125400205	113	+	1423	upstream	1423	MIR5188
chr12	125398760	125399029	270	*	X10612	100847004	125400093	125400205	113	+	1063	upstream	1063	MIR5188
chr12	125399585	125399734	150	*	X10613	100847004	125400093	125400205	113	+	358	upstream	358	MIR5188
chr12	125399585	125399734	150	*	X10613	7316	125396192	125399587	3396	-	0	overlapStart	0	UBC
chr12	125473266	125473415	150	*	X10620	57647	125431370	125473667	42298	-	0	inside	251	DHX37
chr12	125473732	125473811	80	*	X10621	57647	125431370	125473667	42298	-	64	upstream	64	DHX37
chr12	125478142	125478246	105	*	X10622	140707	125478194	125510349	32156	+	0	overlapStart	0	BRI3BP
chr12	125549884	125550003	120	*	X10625	65985	125549925	125627871	77947	+	0	overlapStart	0	AACS
chr12	131200860	131200990	131	*	X10637	23504	130880681	131200826	320146	-	33	upstream	33	RIMBP2
chr12	131323246	131323575	330	*	X10642	2054	131274145	131323819	49675	-	0	inside	243	STX2
chr12	131356021	131356375	355	*	X10643	5901	131356617	131360826	4210	+	241	upstream	241	RAN
chr12	131356816	131356905	90	*	X10644	5901	131356617	131360826	4210	+	0	inside	198	RAN
chr12	132312473	132312554	82	*	X10669	4326	132312941	132336316	23376	+	386	upstream	386	MMP17
chr12	132377348	132377377	30	*	X10682	8408	132379279	132407707	28429	+	1901	upstream	1901	ULK1
chr12	132379099	132379117	19	*	X10683	8408	132379279	132407707	28429	+	161	upstream	161	ULK1
chr12	132379283	132379448	166	*	X10684	8408	132379279	132407707	28429	+	0	inside	3	ULK1
chr12	132379494	132379552	59	*	X10685	8408	132379279	132407707	28429	+	0	inside	214	ULK1
chr12	132413401	132413565	165	*	X10694	80324	132413745	132428406	14662	+	179	upstream	179	PUS1
chr12	132413589	132413668	80	*	X10695	80324	132413745	132428406	14662	+	76	upstream	76	PUS1
chr12	132414001	132414413	413	*	X10696	80324	132413745	132428406	14662	+	0	inside	255	PUS1
chr12	132434139	132434348	210	*	X10697	57634	132434465	132565011	130547	+	116	upstream	116	EP400
chr12	132568642	132568706	65	*	X10701	347918	132568828	132613429	44602	+	121	upstream	121	EP400P1
chr12	132568744	132568776	33	*	X10702	347918	132568828	132613429	44602	+	51	upstream	51	EP400P1
chr12	132568927	132569496	570	*	X10703	347918	132568828	132613429	44602	+	0	inside	98	EP400P1
chr12	132627556	132627765	210	*	X10704	79050	132628993	132636986	7994	+	1227	upstream	1227	NOC4L
chr12	132629239	132629418	180	*	X10705	79050	132628993	132636986	7994	+	0	inside	245	NOC4L
chr12	132629239	132629418	180	*	X10705	317781	132621140	132628880	7741	-	358	upstream	358	DDX51
chr12	132850700	132850766	67	*	X10712	100130238	132851977	132857486	5510	+	1210	upstream	1210	LOC100130238
chr12	133066116	133066175	60	*	X10721	57666	133067157	133161773	94617	+	981	upstream	981	FBRSL1
chr12	133066510	133066525	16	*	X10722	57666	133067157	133161773	94617	+	631	upstream	631	FBRSL1
chr12	133194757	133194846	90	*	X10753	22953	133195403	133198972	3570	+	556	upstream	556	P2RX2
chr12	133195006	133195095	90	*	X10754	22953	133195403	133198972	3570	+	307	upstream	307	P2RX2
chr12	133263354	133263503	150	*	X10758	5827	133264192	133281577	17386	+	688	upstream	688	PXMP2
chr12	133263354	133263503	150	*	X10758	192111	133264635	133299323	34689	+	1131	upstream	1131	PGAM5
chr12	133265813	133265843	31	*	X10759	5426	133200348	133263945	63598	-	1867	upstream	1867	POLE
chr12	133405717	133405821	105	*	X10764	2802	133345495	133405426	59932	-	290	upstream	290	GOLGA3
chr12	133463899	133464033	135	*	X10766	55743	133416938	133464204	47267	-	0	inside	170	CHFR
chr12	133532348	133532632	285	*	X10767	100289635	133498019	133532892	34874	-	0	inside	259	ZNF605
chr12	133532723	133532812	90	*	X10768	100289635	133498019	133532892	34874	-	0	inside	79	ZNF605
chr12	133706150	133706269	120	*	X10770	10795	133707213	133783697	76485	+	943	upstream	943	ZNF268
chr12	133706150	133706269	120	*	X10770	7556	133707213	133736049	28837	+	943	upstream	943	ZNF10
chr12	133706471	133706590	120	*	X10771	10795	133707213	133783697	76485	+	622	upstream	622	ZNF268
chr12	133706471	133706590	120	*	X10771	7556	133707213	133736049	28837	+	622	upstream	622	ZNF10
chr12	133707110	133707229	120	*	X10772	10795	133707213	133783697	76485	+	0	overlapStart	0	ZNF268
chr12	133707110	133707229	120	*	X10772	7556	133707213	133736049	28837	+	0	overlapStart	0	ZNF10
chr12	133707110	133707229	120	*	X10772	101060200	133696555	133707059	10505	-	50	upstream	50	ZNF891
chr13	20207368	20207697	330	*	X10779	54737	20207788	20247599	39812	+	90	upstream	90	MPHOSPH8
chr13	20532590	20532739	150	*	X10783	7750	20532810	20665968	133159	+	70	upstream	70	ZMYM2
chr13	20532920	20533024	105	*	X10784	7750	20532810	20665968	133159	+	0	inside	109	ZMYM2
chr13	20734898	20735002	105	*	X10789	2700	20712395	20735183	22789	-	0	inside	180	GJA3
chr13	20735072	20735206	135	*	X10790	2700	20712395	20735183	22789	-	0	overlapStart	0	GJA3
chr13	20767085	20767309	225	*	X10792	2706	20761604	20767114	5511	-	0	overlapStart	0	GJB2
chr13	21100034	21100258	225	*	X10794	51084	20977806	21100012	122207	-	21	upstream	21	CRYL1
chr13	21140852	21141256	405	*	X10795	8100	21141208	21265576	124369	+	0	overlapStart	0	IFT88
chr13	21348054	21348158	105	*	X10801	221143	21303073	21348095	45023	-	0	overlapStart	0	EEF1AKMT1
chr13	21477133	21477252	120	*	X10803	64328	21351468	21476913	125446	-	219	upstream	219	XPO4
chr13	22033427	22033496	70	*	X10804	253832	21946710	22033508	86799	-	0	inside	11	ZDHHC20
chr13	22243967	22244071	105	*	X10806	2254	22245215	22278640	33426	+	1143	upstream	1143	FGF9
chr13	24734834	24734893	60	*	X10822	100313842	24736555	24736643	89	+	1661	upstream	1661	MIR2276
chr13	24736112	24736201	90	*	X10823	100313842	24736555	24736643	89	+	353	upstream	353	MIR2276
chr13	25087516	25087560	45	*	X10824	143	24995069	25086948	91880	-	567	upstream	567	PARP4
chr13	25945908	25946099	192	*	X10834	51761	25946209	26595420	649212	+	109	upstream	109	ATP8A2
chr13	25946420	25946539	120	*	X10835	51761	25946209	26595420	649212	+	0	inside	210	ATP8A2
chr13	26828440	26828559	120	*	X10837	1024	26828756	26978569	149814	+	196	upstream	196	CDK8
chr13	26828650	26828769	120	*	X10838	1024	26828756	26978569	149814	+	0	overlapStart	0	CDK8
chr13	27745839	27746033	195	*	X10843	219333	27640287	27746033	105747	-	0	inside	0	USP12
chr13	28494320	28494589	270	*	X10845	3651	28494168	28500451	6284	+	0	inside	151	PDX1
chr13	28543242	28543361	120	*	X10849	1045	28536205	28543505	7301	-	0	inside	143	CDX2
chr13	28674509	28674703	195	*	X10850	2322	28577411	28674729	97319	-	0	inside	25	FLT3
chr13	28712363	28712707	345	*	X10851	255967	28712643	28869475	156833	+	0	overlapStart	0	PAN3
chr13	28713218	28713322	105	*	X10852	100288730	28710980	28713311	2332	-	0	overlapStart	0	PAN3-AS1
chr13	28713443	28713787	345	*	X10853	100288730	28710980	28713311	2332	-	131	upstream	131	PAN3-AS1
chr13	29233002	29233121	120	*	X10856	51371	29233141	29253093	19953	+	19	upstream	19	POMP
chr13	29293543	29293647	105	*	X10861	283537	29274218	29293150	18933	-	392	upstream	392	SLC46A3
chr13	30169776	30169878	103	*	X10867	6541	30083551	30169825	86275	-	0	overlapStart	0	SLC7A1
chr13	30424410	30424544	135	*	X10868	5412	30338545	30424820	86276	-	0	inside	275	UBL3
chr13	30881606	30881830	225	*	X10872	84056	30776767	30881624	104858	-	0	overlapStart	0	KATNAL1
chr13	31191694	31191798	105	*	X10881	10208	31191830	31233686	41857	+	31	upstream	31	USPL1
chr13	31191694	31191798	105	*	X10881	3146	31032879	31191510	158632	-	183	upstream	183	HMGB1
chr13	31192269	31192403	135	*	X10882	3146	31032879	31191510	158632	-	758	upstream	758	HMGB1
chr13	31773854	31773973	120	*	X10884	145173	31774112	31906411	132300	+	138	upstream	138	B3GLCT
chr13	32421142	32421147	6	*	X10886	196549	32420920	32533721	112802	+	0	inside	221	EEF1DP3
chr13	32421195	32421321	127	*	X10887	196549	32420920	32533721	112802	+	0	inside	274	EEF1DP3
chr13	32889852	32890016	165	*	X10888	675	32889617	32973809	84193	+	0	inside	234	BRCA2
chr13	33001928	33002017	90	*	X10889	90634	32974860	33002315	27456	-	0	inside	297	N4BP2L1
chr13	33002452	33002601	150	*	X10890	90634	32974860	33002315	27456	-	136	upstream	136	N4BP2L1
chr13	33113575	33113709	135	*	X10892	10443	33006930	33112936	106007	-	638	upstream	638	N4BP2L2
chr13	33160625	33160729	105	*	X10893	23047	33160564	33352158	191595	+	0	inside	60	PDS5B
chr13	36871668	36871712	45	*	X10903	100526761	36742345	36871992	129648	-	0	inside	279	CCDC169-SOHLH2
chr13	36871668	36871712	45	*	X10903	728591	36801179	36871992	70814	-	0	inside	279	CCDC169
chr13	36920164	36920343	180	*	X10904	100507135	36920568	36943872	23305	+	224	upstream	224	SPART-AS1
chr13	37573054	37573188	135	*	X10907	11340	37574678	37583751	9074	+	1489	upstream	1489	EXOSC8
chr13	37574761	37574895	135	*	X10908	11340	37574678	37583751	9074	+	0	inside	82	EXOSC8
chr13	37574761	37574895	135	*	X10908	29880	37523908	37573504	49597	-	1256	upstream	1256	ALG5
chr13	37634009	37634113	105	*	X10909	55578	37583451	37633850	50400	-	158	upstream	158	SUPT20H
chr13	38443933	38444052	120	*	X10910	7223	38210773	38443939	233167	-	0	overlapStart	0	TRPC4
chr13	38923523	38923657	135	*	X10911	51569	38923942	38937143	13202	+	284	upstream	284	UFM1
chr13	39613114	39613248	135	*	X10912	80209	39584002	39612213	28212	-	900	upstream	900	PROSER1
chr13	40177459	40177578	120	*	X10914	10186	39917029	40177356	260328	-	102	upstream	102	LHFPL6
chr13	40177954	40178044	91	*	X10915	10186	39917029	40177356	260328	-	597	upstream	597	LHFPL6
chr13	41241188	41241307	120	*	X10916	2308	41048131	41240734	192604	-	453	upstream	453	FOXO1
chr13	41241319	41241423	105	*	X10917	2308	41048131	41240734	192604	-	584	upstream	584	FOXO1
chr13	41634565	41634654	90	*	X10919	11193	41635697	41658139	22443	+	1042	upstream	1042	WBP4
chr13	41837925	41838029	105	*	X10920	9617	41790516	41837742	47227	-	182	upstream	182	MTRF1
chr13	42535141	42535260	120	*	X10924	100507240	42535305	42555701	20397	+	44	upstream	44	VWA8-AS1
chr13	42535141	42535260	120	*	X10924	23078	42140961	42535221	394261	-	0	overlapStart	0	VWA8
chr13	42846222	42846356	135	*	X10932	11215	42846289	42897403	51115	+	0	overlapStart	0	AKAP11
chr13	44361113	44361232	120	*	X10935	55068	43787666	44361116	573451	-	0	overlapStart	0	ENOX1
chr13	44361827	44361931	105	*	X10936	55068	43787666	44361116	573451	-	710	upstream	710	ENOX1
chr13	44453258	44453407	150	*	X10937	144811	44453420	44468068	14649	+	12	upstream	12	LACC1
chr13	44453911	44454000	90	*	X10938	160857	44410489	44453826	43338	-	84	upstream	84	CCDC122
chr13	44454441	44454560	120	*	X10939	160857	44410489	44453826	43338	-	614	upstream	614	CCDC122
chr13	45151327	45151551	225	*	X10945	8848	45006279	45150701	144423	-	625	upstream	625	TSC22D1
chr13	45151698	45151952	255	*	X10946	8848	45006279	45150701	144423	-	996	upstream	996	TSC22D1
chr13	45563306	45563410	105	*	X10949	55425	45563687	45607743	44057	+	276	upstream	276	GPALPP1
chr13	45563306	45563410	105	*	X10949	26747	45513384	45563613	50230	-	0	inside	202	NUFIP1
chr13	45914801	45914875	75	*	X10953	100190939	45915480	45965618	50139	+	604	upstream	604	TPT1-AS1
chr13	45914996	45915145	150	*	X10954	100190939	45915480	45965618	50139	+	334	upstream	334	TPT1-AS1
chr13	45914996	45915145	150	*	X10954	7178	45911304	45915297	3994	-	0	inside	151	TPT1
chr13	45915603	45915685	83	*	X10955	100190939	45915480	45965618	50139	+	0	inside	122	TPT1-AS1
chr13	45915603	45915685	83	*	X10955	7178	45911304	45915297	3994	-	305	upstream	305	TPT1
chr13	45993079	45993087	9	*	X10956	253512	45967454	45992516	25063	-	562	upstream	562	SLC25A30
chr13	46626456	46626545	90	*	X10957	100509894	46626983	46675482	48500	+	437	upstream	437	CPB2-AS1
chr13	47127233	47127401	169	*	X10959	23143	47127296	47327175	199880	+	0	overlapStart	0	LRCH1
